hip_length,knee_length,ankle_length,heel_length,footindex_length
0.021852673457999877,0.08354599591765233,0.1876808671191847,0.19481309705566252,0.23683346877475286
0.02372177764408531,0.02147545434031875,0.054017590444089145,0.05360551209185484,0.06011827100460782
0.02775053606958877,0.0557951398028066,0.19194173196471268,0.21630186726729714,0.24713090172529736
0.03605080412355032,0.16518640363687817,0.4007234450965904,0.4351642176962321,0.4899476346895255
0.039246140817389995,0.19376976909424556,0.5314678394381905,0.5783005993398932,0.6539373524396606
0.04424942405753148,0.27511223801817963,0.6229005048407746,0.670153558363278,0.7517330517198966
0.048776643672974435,0.3014700946455297,0.6686837943492924,0.7190224772039236,0.8057047771964829
0.05492732579723406,0.31300650970814126,0.6757211618276288,0.7247035905736182,0.811276785542741
0.060598802701487625,0.2969201743037578,0.6603476813869332,0.7104352024140319,0.7996300136402059
0.06307074970619006,0.2924179924518244,0.6128842925029069,0.6634677828571119,0.7667746946689136
0.06630494904331623,0.240862015040306,0.558837876018015,0.5975675059546961,0.6743047768963163
0.059142830293943946,0.07733831261029739,0.3869850027097899,0.40949052687841003,0.45421543534276126
0.05516549789357917,0.04355593548839035,0.2054038187321228,0.2289308769961084,0.26450124760449617
0.052479201796821556,0.053757970579785076,0.08614281861349238,0.08961070607814607,0.07997952420113719
0.0324615866479145,0.17104920267264287,0.10396076688460683,0.08878632936434502,0.04966252120148693
0.014200875123623868,0.2468282726335576,0.24581986920965224,0.23502442481832556,0.21351916129663107
0.010722243191403446,0.2748614529788698,0.3952175974920094,0.39983337727422513,0.40465967054496466
0.012318494773575382,0.2901883506499603,0.5309098422954338,0.550382039999745,0.5603003385850627
0.013555351715075005,0.34264258413294857,0.6471799707467127,0.6739846761255254,0.694645706915077
0.014601681311940149,0.39603595644080875,0.7159035032609214,0.7448155249977748,0.7735045385494784
0.01513173974033566,0.417087789564081,0.7511977660658496,0.7822022056397296,0.8145367398596298
0.0156352840215539,0.3974298020678231,0.7231805038435833,0.7543994179883659,0.7924731942644023
0.012216153454050523,0.41012074273873433,0.7406806863275608,0.7733202770084676,0.8198179981692687
0.008793177403924926,0.39633621308293737,0.6853816025693802,0.6999952891874248,0.7253652791058096
0.009334571417096873,0.34281004498876827,0.5148424551005802,0.5273847612474986,0.5517577788753559
0.01682764983337321,0.18018695369793977,0.3534965229096475,0.3673006015910947,0.4259651214892089
0.016891450713988742,0.07530364431021581,0.20617318709271207,0.21677609483362104,0.26161654288308095
0.01585386753899225,0.057056198260176605,0.07000993663352915,0.06598600977581026,0.0780662710931852
0.01781739141127379,0.021415005006784917,0.07376810105666172,0.0914540890116485,0.10763601088167637
0.031261155294417114,0.13937151088391767,0.34372639915356856,0.37419242663281854,0.42497672299689554
0.0356452346493586,0.17675296607712174,0.4812220266222326,0.5238419465362901,0.5965914978161361
0.040112674749514306,0.24058666428207548,0.5773705838505377,0.6231412402374396,0.6999136395751382
0.04415144614823145,0.28376687785917365,0.6398094293069194,0.6882798061590742,0.7705675099067015
0.05150386068715375,0.2968491404542058,0.6532172454663535,0.7017205662620422,0.7870456505286727
0.05680261958107536,0.28634357238936037,0.653466284322983,0.7039283057478428,0.7955779617440247
0.0590041185191482,0.26735252973343204,0.6187776910436736,0.6685485172937168,0.7658972809335236
0.05990207718555203,0.23066514704149885,0.5659923953787643,0.6175779325834828,0.7448664245305276
0.059730067442681604,0.12373088912510034,0.4403884094007089,0.48001638488047255,0.5503703528429396
0.03803424006923973,0.08835614599283612,0.09304837166624111,0.09700707945005005,0.04451948974256648
0.032365163407978105,0.1012613365608615,0.1058200205619557,0.12066045384044334,0.1174001857823464
0.03210523886853108,0.06373423739491058,0.06417250191810024,0.05810723324995993,0.039696186801063994
0.015921985741795874,0.1907782884571843,0.16067369121341496,0.1464137878637071,0.1269311384516286
0.008116313801007255,0.24247535689093455,0.30443008173413155,0.3018078373988816,0.2951465390565265
0.008105116074331831,0.2571400215024595,0.429707957538956,0.4409293796033847,0.4520119812680435
0.011216416744677228,0.2903021870607608,0.5456763588213267,0.5671434326838469,0.5788718354783742
0.01758782073543203,0.3255593405690253,0.6157077792755923,0.6412792635776506,0.6618919909226696
0.019461573962891755,0.3528537761118882,0.643100543641849,0.6687962060969064,0.6965726272417283
0.01985198216173018,0.3789476330252968,0.6637335907790708,0.6885541880230088,0.7141572912785614
0.016201927846882166,0.41025098564958123,0.6799915999580923,0.7028379873673849,0.7316980713989547
0.013202988720890454,0.40000985054303845,0.6745726150709872,0.7066453903299706,0.7559789536497307
0.013355699304943161,0.35106989843749653,0.5459521294262203,0.5645546664041162,0.5956326937787765
0.02699231949906875,0.17692601096628985,0.40373725681551437,0.432843056358759,0.496494001506291
0.03492549345298994,0.11368398675143608,0.31485911014855716,0.33675041772839615,0.38784750501345566
0.03597824231365273,0.020458342141361753,0.16621226285171792,0.1817473771731442,0.22037212116736654
0.04137525341664344,0.054747236924832146,0.043804894605671725,0.04849286536445307,0.0460982316864677
0.05011310231386586,0.08987118024576665,0.12745421133681678,0.13910846900067084,0.14547214949829737
0.05811803488620873,0.1700590683543519,0.33951573902242543,0.36571846448078826,0.40903301035025946
0.05802281102221018,0.18211112095746615,0.45976978833857113,0.49909256296394483,0.5639803390768968
0.05811464770654601,0.2050436197455486,0.5705561923518236,0.6201002176104552,0.6915582201063697
0.051619502485248575,0.17650251678321685,0.5187701366780816,0.5669898749013814,0.6458534262285495
0.05227958724727347,0.19603124258184948,0.603928475295538,0.6587708108012476,0.7493026241151882
0.05303913284809568,0.22428629312248927,0.6156980288914434,0.6675452762093966,0.7495275117889098
0.057598523449459385,0.22988419981225955,0.5975964018235356,0.648397276580838,0.7349907993615763
0.061825612169633504,0.20799819896378888,0.5930810182241829,0.6421382626126512,0.7468354177940514
0.06179689278490199,0.17794406711699842,0.48869640315160046,0.5292286984797494,0.6091129503591772
0.05722124561725426,0.06424660341414923,0.41771083378527685,0.4381441426946877,0.488537839874044
0.04829763894577199,0.06825076491658986,0.14581615204482953,0.16529480374078417,0.17116715537745472
0.049588415685173054,0.0642445043135581,0.14472919240099336,0.1659396481433931,0.1757017705202804
0.0474935187204755,0.09817256887232718,0.06960394984326722,0.07105656477841037,0.056020905878788024
0.022221435850792944,0.19745914752829405,0.12555383341175483,0.10851147823373117,0.0525109758163235
0.009255969416936446,0.2577947827919273,0.24106200143719014,0.228187759290492,0.19234280776901347
0.010150716348132392,0.2702318795886903,0.3295992945808941,0.3261178553211905,0.3082075759645956
0.011280540545619847,0.25813231128606823,0.41210142909971614,0.42110378946070465,0.41908646819727446
0.01337098340791152,0.26285662336187043,0.4779245205011853,0.4939558262046565,0.49746518125182737
0.013777405521025708,0.2802794777240914,0.5243736621489248,0.5435988545538923,0.5524105832581289
0.01756677274158999,0.2853283233763325,0.5413535114128528,0.5622973905023257,0.5741498254617978
0.018076745967329555,0.29062436691829924,0.5385805068446035,0.5590493401341736,0.5706694362496644
0.018582220211348126,0.2952695504268122,0.5429193205413875,0.5635532992441823,0.5786403036260729
0.020102851178383473,0.2851809435924789,0.5393466104691474,0.5583325622516653,0.574177429163193
0.024787407176951146,0.24560700504922708,0.48774832308304616,0.5073649010042045,0.527073323156554
0.03099748024597837,0.13843801615956866,0.09253078541354716,0.0776151201349141,0.03993616807109802
0.0331059651654399,0.12323917028939207,0.2618336917027136,0.2725227482452723,0.25717271670261327
0.03319615741635796,0.11101420708592287,0.2788792552036375,0.29248466136170187,0.3105445641255392
0.03070319433926985,0.10441457389828201,0.2787320138038106,0.2963979285454736,0.3241725203963534
0.02040148884888992,0.10303925281836158,0.24539150645953547,0.25646138712824496,0.28430070981870387
0.0063608689141015,0.10934479496906786,0.18958017274206918,0.1903647916282815,0.21457060713015166
0.006547936811309183,0.09908874023928808,0.15666177294705458,0.15564704756198453,0.1765874546995228
0.01024101307234821,0.09228578946853948,0.09678889279781859,0.09011234913592324,0.10438944524304582
0.012863305929136955,0.08957099729709724,0.0749116324230153,0.06646242479323802,0.0804525834422952
0.014642052745383896,0.07932306364202539,0.06799043272306277,0.060541280867829624,0.07794815103982515
0.0160023500142324,0.07879704272931992,0.06874359228424752,0.06051302502599177,0.07359651528465735
0.016495618495584192,0.07446439057539102,0.06477816082287047,0.05623358078478119,0.0696813312508394
0.016767322202574857,0.07786572442799508,0.06207401177883277,0.054394465242279845,0.06622389420710761
0.016340680546052234,0.08169500314093117,0.06072026566967321,0.05482980118598134,0.06921316500151219
0.015841999133477336,0.07869169113781399,0.05878900698786141,0.05235491942376317,0.060791402766952884
0.008969220152692216,0.07451401455107973,0.06264952571857928,0.054681484941597316,0.06392406552822426
0.00047990702053905506,0.05974636718319413,0.05974158966558548,0.050900572306618146,0.05552813522568679
0.006458552299430663,0.04433752236628532,0.05127507525966015,0.04303853831270149,0.04645183071918216
0.012265093448681477,0.03469860977055379,0.04514145912889166,0.03774588722918236,0.03955705653508636
0.015973636969288527,0.028106859720723035,0.04232816104414935,0.03578071390307189,0.036451528619980314
0.018861269513122215,0.02560707174600507,0.04121728905759986,0.03508165586109685,0.03619555392951395
0.022190324121146868,0.027325731509403282,0.04039092219329042,0.03424808354138903,0.03491689757444301
0.026153413909525768,0.024175107997375885,0.03991771178072319,0.03420496226902802,0.035829269176251864
0.027246116414517036,0.025430844567110984,0.04048632535619591,0.03464820003829575,0.035903560576028976
0.028144137834450886,0.026114388870536735,0.04039588741956549,0.03468226422245957,0.03621978593434282
0.02869692768881754,0.027140476455407146,0.04329104825012373,0.03766934689616462,0.038431871067318865
0.029696411295205474,0.027166125206206114,0.04298642770982756,0.03752746306601053,0.03889407501069379
0.03009157297718458,0.02769988074752298,0.043444321046783516,0.03793451128739986,0.03877435170652718
