left_hip_anlge,right_hip_anlge,left_knee_anlge,right_knee_anlge,left_ankle_angle_1,left_ankle_angle_2,right_ankle_angle_1,right_ankle_angle_2
185.71441726784178,158.0163979788854,182.51300095454326,187.27133663008962,118.96107017679226,118.96107017679226,147.66893357170943,180.1365740735937
187.96186639275876,158.32659346311644,181.8818292470351,184.25100403331797,119.20173519561007,119.20173519561007,147.72502514875563,180.81535237035058
189.92802934006738,159.33554814071243,183.31915322926284,184.50652226044903,116.76101831044124,116.76101831044124,144.4591608937072,180.25522659325546
191.9087980039562,160.48021498093757,183.79793530479162,186.69955774892318,116.74536516176997,116.74536516176997,142.73927205233596,180.5422171481237
195.02623216369545,162.89241814974935,184.45507042093902,187.28334139480702,117.88418646992389,117.88418646992389,141.9587739273435,180.8530257062156
197.71742494169885,165.77558881647505,184.921448749633,184.78079559354512,122.03060568301235,122.03060568301235,145.89351463607323,185.47388312913162
199.19398177735582,169.8308263107297,188.83456943551394,185.3108121386009,121.18743869265617,121.18743869265617,144.10186780533408,182.63653310947254
191.02277516033104,173.3452790320327,178.22421221910506,209.42309328221054,125.30291377540853,125.30291377540853,136.6228226173378,183.521182593457
191.9150810908793,172.36645464267238,196.79573770284293,193.7077471367541,129.4236068476451,129.4236068476451,155.79448980973905,185.78413420030515
190.12271547624636,169.00392069942254,202.58636934297223,192.96530828047696,121.87060898614756,121.87060898614756,137.93962239861756,181.28223656892368
190.40197398092994,167.71294883409814,202.85932727265595,191.31727498792543,117.1832234531955,117.1832234531955,127.36200632390086,179.97899985147947
191.42865136550265,169.18007466745308,198.63395446161937,191.6954860910366,119.44200228979136,119.44200228979136,119.69172700708083,179.92414362683562
191.59604118515736,168.50096837581506,189.5981875183846,192.41791774095827,107.67825173916334,107.67825173916334,115.21796428088663,179.80370196012083
188.92887732702746,166.24290813324907,187.8725649423082,192.65329174606774,106.64511418840738,106.64511418840738,110.03006243048371,178.76355235767602
187.29419610246043,165.39953870976595,181.6815960915418,193.68813795040936,104.65250811897752,104.65250811897752,107.06386950852519,179.42521240383576
187.00642602453465,165.74337628681084,180.00128720816053,193.99800215726148,105.03738078513993,105.03738078513993,109.0158339956743,180.24565598506203
187.7040058998531,167.8221850048427,180.9216796644466,192.6710729193815,104.99881374126868,104.99881374126868,109.3673549431054,180.3783735254014
187.8290348878718,168.34166686229094,180.88045937956622,191.96122983497887,107.29080780025171,107.29080780025171,111.19163931342926,181.07574568956542
188.47979747279115,170.15091173926643,180.9947466522637,191.2364140304366,107.42957058501139,107.42957058501139,110.60600711818421,181.30926038359786
189.24557876529005,171.14729335113879,179.13619192736346,190.89764912830066,110.13808730176476,110.13808730176476,111.19666448934835,181.50919065857124
190.44801647662266,172.64022532259003,176.73376586767742,189.9245383742178,114.32717432533943,114.32717432533943,112.1162947268936,181.34985587604854
190.83880073543818,174.83927419728727,175.9208703257739,188.43458279975218,120.09991439834799,120.09991439834799,116.71742998197058,181.91446230821714
188.746364892133,174.7233066834182,175.80776366403379,186.9264504631606,120.99178983001353,120.99178983001353,121.06811796914543,182.22092299197644
187.81062061488126,175.67559130793967,175.4405604607222,183.77695997318932,122.42732328717723,122.42732328717723,125.2542012834573,183.60043945672652
188.44533230679377,177.9870045140523,174.5509784091793,180.35519012603734,125.05336725242081,125.05336725242081,127.18185470482369,183.30491218010553
189.3616500505978,179.93272113616004,173.67714510976364,178.2387521586343,125.80165750580929,125.80165750580929,129.02448127243335,183.1970067402864
190.02392652661229,181.26637898434092,173.16837058148153,176.6145659250565,126.32175182726819,126.32175182726819,129.74705042608502,183.3442370641525
190.7116612063392,182.30729085297,172.708745446074,175.84527042279385,126.90280485957935,126.90280485957935,129.8956503686962,183.30149692422052
191.1196497789683,182.09441847415053,172.5800043202919,176.92614729897156,126.64000878242955,126.64000878242955,129.40022947245558,182.75878239626357
191.4231675724222,182.2783839926762,172.62406660752472,176.61453276354118,126.89982615238912,126.89982615238912,129.4674854190807,182.3999049751282
191.5508068434922,182.00524095720033,172.6459235317356,177.09418670377138,125.67998688080714,125.67998688080714,128.54687859468893,182.19695133198354
191.61938339384116,181.93363292574716,172.62727823616933,177.4752572956198,124.84799922800411,124.84799922800411,127.80097234777878,181.91027445605644
191.59272603549834,181.7231445907956,173.1982427362754,178.12915872266657,123.8992727997537,123.8992727997537,127.15924936587646,181.6488136311546
191.63680096928005,181.82826725317992,173.17411788438886,178.3339902433027,123.83905944881555,123.83905944881555,126.51250615140835,181.3738252878608
191.35897531910675,181.73882172112815,173.17977296172126,178.55608283980425,123.95484029103734,123.95484029103734,126.01203532037319,181.39522278873554
